region,type,link
2,1,http://spb.cian.ru/sale/commercial/150143962/
2,1,http://spb.cian.ru/sale/commercial/9001462/
2,2,http://spb.cian.ru/sale/commercial/149337417/
2,2,http://spb.cian.ru/sale/commercial/148404324/
2,2,http://spb.cian.ru/sale/commercial/148883075/
2,2,http://spb.cian.ru/sale/commercial/151466992/
2,2,http://spb.cian.ru/sale/commercial/148706131/
2,2,http://spb.cian.ru/sale/commercial/149389102/
2,2,http://spb.cian.ru/sale/commercial/143794139/
2,2,http://spb.cian.ru/sale/commercial/149339461/
2,2,http://spb.cian.ru/sale/commercial/148146548/
2,2,http://spb.cian.ru/sale/commercial/144643388/
2,2,http://spb.cian.ru/sale/commercial/149977612/
2,2,http://spb.cian.ru/sale/commercial/149562540/
2,2,http://spb.cian.ru/sale/commercial/147986139/
2,2,http://spb.cian.ru/sale/commercial/150990799/
2,2,http://spb.cian.ru/sale/commercial/14511343/
2,2,http://spb.cian.ru/sale/commercial/147123452/
2,2,http://spb.cian.ru/sale/commercial/14381931/
2,2,http://spb.cian.ru/sale/commercial/138229167/
2,2,http://spb.cian.ru/sale/commercial/148445225/
2,2,http://spb.cian.ru/sale/commercial/150865429/
2,2,http://spb.cian.ru/sale/commercial/144187814/
2,2,http://spb.cian.ru/sale/commercial/140969231/
2,2,http://spb.cian.ru/sale/commercial/148174570/
2,2,http://spb.cian.ru/sale/commercial/14735624/
2,2,http://spb.cian.ru/sale/commercial/149079275/
2,3,http://spb.cian.ru/sale/commercial/151560267/
2,3,http://spb.cian.ru/sale/commercial/149834829/
2,3,http://spb.cian.ru/sale/commercial/150816131/
2,3,http://spb.cian.ru/sale/commercial/151840942/
2,4,http://spb.cian.ru/sale/commercial/150585005/
2,4,http://spb.cian.ru/sale/commercial/151132121/
2,4,http://spb.cian.ru/sale/commercial/151057647/
2,4,http://spb.cian.ru/sale/commercial/150047125/
2,4,http://spb.cian.ru/sale/commercial/149618862/
2,4,http://spb.cian.ru/sale/commercial/148944719/
2,4,http://spb.cian.ru/sale/commercial/148829358/
2,4,http://spb.cian.ru/sale/commercial/147889574/
2,4,http://spb.cian.ru/sale/commercial/151482587/
2,4,http://spb.cian.ru/sale/commercial/151495997/
2,4,http://spb.cian.ru/sale/commercial/148960481/
2,4,http://spb.cian.ru/sale/commercial/151499985/
2,4,http://spb.cian.ru/sale/commercial/150017060/
2,4,http://spb.cian.ru/sale/commercial/149758062/
2,4,http://spb.cian.ru/sale/commercial/150313867/
2,4,http://spb.cian.ru/sale/commercial/138495498/
2,4,http://spb.cian.ru/sale/commercial/139868334/
2,4,http://spb.cian.ru/sale/commercial/151032440/
2,4,http://spb.cian.ru/sale/commercial/139481770/
2,4,http://spb.cian.ru/sale/commercial/150950582/
2,4,http://spb.cian.ru/sale/commercial/150313879/
2,4,http://spb.cian.ru/sale/commercial/151208053/
2,4,http://spb.cian.ru/sale/commercial/149518584/
2,4,http://spb.cian.ru/sale/commercial/150427805/
2,4,http://spb.cian.ru/sale/commercial/151742675/
2,4,http://spb.cian.ru/sale/commercial/151547374/
2,4,http://spb.cian.ru/sale/commercial/14706414/
